Čtvrť	N
pro	R
diplomaty	N

Výstavbu	N
diplomatické	A
čtvrti	N
v	R
hlavním	A
městě	N
se	R
zhruba	D
400	C
rodinnými	A
domy	N
pro	R
ubytování	N
pracovníků	N
zastupitelských	A
úřadů	N
,	Z
a	J
zejména	D
zaměstnanců	N
rádia	N
Svobodná	A
Evropa	N
připravuje	V
pražská	A
radnice	N
.	Z

Podle	R
slov	N
pražského	A
primátora	N
Jana	N
Koukala	N
by	V
tato	P
čtvrť	N
měla	V
vzniknout	V
během	R
roku	N
a	J
půl	C
.	Z

Radnice	N
hledá	V
vhodné	A
místo	N
s	R
ohledem	N
na	R
bezpečnost	N
.	Z

Podle	R
předběžných	A
ujednání	N
by	V
hlavní	A
město	N
poskytlo	V
na	R
vybudování	N
čtvrti	N
svůj	P
pozemek	N
a	J
česká	A
vláda	N
by	V
zajistila	V
půjčku	N
na	R
financování	N
stavebních	A
prací	N
.	Z

Americká	A
strana	N
má	V
po	R
dokončení	N
projektu	N
splatit	V
výstavbu	N
týkající	A
se	P
Svobodné	A
Evropy	N
.	Z

Mladí	A
lidé	N
nechodí	V
do	R
divadel	N
často	D

Praha	N
-	Z

Návštěvy	N
kin	N
a	J
divadel	N
patří	V
mezi	R
méně	D
časté	A
aktivity	N
mladých	A
lidí	N
v	R
České	A
republice	N
.	Z

Vyplynulo	V
to	P
z	R
únorového	A
a	J
květnového	A
výzkumu	N
Institutu	N
dětí	N
a	J
mládeže	N
ministerstva	N
školství	N
,	Z
mládeže	N
a	J
tělovýchovy	N
,	Z
který	P
pracoval	V
s	R
758	C
respondenty	N
ve	R
věku	N
15	C
až	J
29	C
let	N
.	Z

Do	R
divadla	N
vůbec	D
nechodí	V
46	C
procent	N
mladých	A
lidí	N
,	Z
do	R
kina	N
12	C
procent	N
.	Z

Oproti	R
tomu	P
alespoň	D
jednou	C
týdně	D
navštíví	V
divadlo	N
1	C
procento	N
populace	N
v	R
tomto	P
věku	N
,	Z
do	R
kina	N
se	P
takto	D
často	D
vypraví	V
17	C
mladých	A
ze	R
sta	N
.	Z

tipy	N
Dnes	D

Ruby	N
-	Z

Americké	A
filmové	A
drama	N
režiséra	N
Johna	N
Mackenzieho	N
,	Z
po	R
Stoneově	A
paradokumentární	A
rekonstrukci	N
jménem	N
JFK	N
další	A
fikci	N
o	R
možném	A
pozadí	N
atentátu	N
na	R
J	N
.	Z
F	N
.	Z
Kennedyho	N
,	Z
uvádí	V
od	R
včerejška	N
pražské	A
kino	N
Kotva	N
.	Z

Klaus	N
Maria	N
Brandauer	N
-	Z

Populární	A
rakouský	A
herec	N
,	Z
u	R
nás	P
známý	A
zejména	D
z	R
filmů	N
Mefisto	N
,	Z
Plukovník	N
Redl	N
a	J
Vzpomínky	N
na	R
Afriku	N
,	Z
vystoupí	V
v	R
neděli	N
od	R
11.00	C
hod	N
v	R
pražském	A
Studiu	N
Labyrint	N
se	R
čtením	N
z	R
díla	N
Friedricha	N
Torberga	N
.	Z

Deset	C
minut	N
s	R
.	Z
.	Z
.	Z
-	Z

Čína	N
přesedlává	V
z	R
kol	N
na	R
auta	N

Peking	N
-	Z

Čína	N
sází	V
na	R
výrobu	N
automobilů	N
:	Z
v	R
této	P
klasické	A
zemi	N
jízdních	A
kol	N
byla	V
podle	R
posledního	A
vydání	N
listu	N
Business	N
Weekly	D
vedoucí	A
domácí	A
automobilce	N
poskytnuta	V
vládní	A
dotace	N
250	C
milionů	N
USD	N
,	Z
zatímco	J
výrobci	N
jízdních	A
kol	N
hlásí	V
za	R
první	C
pololetí	N
podstatný	A
pokles	N
odbytu	N
,	Z
uvedla	V
agentura	N
DPA	N
.	Z

Zmíněná	A
čtvrtmiliardová	A
dotace	N
byla	V
poskytnuta	V
automobilce	N
Tianjin	A
Automotive	A
Industry	N
Corp	N
.	Z
na	R
zvýšení	N
výroby	N
ze	R
současných	A
60	C
tisíc	C
na	R
150	C
tisíc	C
vozů	N
ročně	D
.	Z

Společnost	N
vyrábí	V
model	N
Charade	N
japonské	A
automobilky	N
Daihatsu	N
,	Z
který	P
je	V
v	R
Číně	N
používán	V
mimo	R
jiné	A
jako	J
taxi	N
.	Z

Uzavřená	A
kapitola	N

Od	R
1	C
.	Z
března	N
tohoto	P
roku	N
na	R
pražskou	A
burzu	N
přibude	V
677	C
emisí	N
akcií	N
z	R
druhé	A
vlny	N
kupónové	A
privatizace	N
.	Z

Spolu	D
s	R
nimi	P
potom	D
184	C
emisí	N
,	Z
se	R
kterými	P
už	D
burza	N
obchodovala	V
,	Z
ale	J
jejichž	P
část	N
až	T
dosud	D
z	R
nejrůznějších	A
důvodů	N
byla	V
ve	R
vlastnictví	N
Fondu	N
národního	A
majetku	N
.	Z

Celkový	A
počet	N
obchodovaných	A
titulů	N
tak	D
na	R
burze	N
dosáhne	V
úctyhodného	A
čísla	N
1738	C
.	Z

Investorská	A
veřejnost	N
nyní	D
netrpělivě	D
očekává	V
,	Z
jaké	P
výchozí	A
ceny	N
burza	N
stanoví	V
.	Z

Hádankou	N
samozřejmě	D
nejsou	V
kursy	N
akcií	N
známých	A
z	R
první	C
vlny	N
,	Z
se	R
kterými	P
se	P
už	D
na	R
burze	N
obchoduje	V
.	Z

Dva	C
rekordy	N
najednou	D

Perkins	N
plaval	V
1500	C
m	N
průměrem	N
58.77	C
na	R
100	C
m	N

Victoria	N
-	Z

Dva	C
světové	A
rekordy	N
v	R
jediném	A
závodu	N
při	R
Hrách	N
Britského	A
společenství	N
národů	N
vytvořil	V
Australan	N
Kieren	N
Perkins	N
.	Z

Olympijský	A
vítěz	N
v	R
plaveckém	A
maratónu	N
zdolal	V
1500	C
m	N
volným	A
způsobem	N
v	R
čase	N
14	C
:	Z
41.66	C
,	Z
čímž	P
překonal	V
o	R
1.82	C
svůj	P
nejlepší	A
výkon	N
z	R
Barcelony	N
1992	C
.	Z

Současně	D
mu	P
naměřili	V
rozhodčí	N
mezičas	N
na	R
800	C
m	N
7	C
:	Z
46.00	C
,	Z
což	P
je	V
lepší	A
o	R
0.6	C
s	N
než	J
jeho	P
vlastní	A
rekord	N
z	R
února	N
1992	C
.	Z

Perkins	N
dosáhl	V
průměru	N
58.77	C
na	R
sto	N
metrů	N
.	Z

Program	N
odpovědnosti	N
v	R
chemii	N

Praha	N
-	Z

Zásady	N
mezinárodního	A
programu	N
Odpovědné	A
podnikání	N
v	R
chemii	N
-	Z
Responsible	A
Care	N
(	Z
RC	N
)	Z
rozeslal	V
Svaz	N
chemického	A
průmyslu	N
jednotlivým	A
společnostem	N
,	Z
které	P
se	P
k	R
RC	N
přihlásily	V
,	Z
v	R
prosinci	N
minulého	A
roku	N
.	Z

Během	R
letošního	A
března	N
až	J
dubna	N
by	V
měl	V
být	V
zpracován	V
jako	J
svazový	A
program	N
.	Z

Jak	D
sdělil	V
spolupracovník	N
svazu	N
pro	R
otázky	N
ochrany	N
prostředí	N
Ivan	N
Zíka	N
,	Z
dobrovolný	A
program	N
RC	N
vyhlásila	V
mezinárodní	A
organizace	N
svazů	N
chemie	N
CEFIC	N
v	R
roce	N
1986	C
na	R
základě	N
zkušeností	N
získaných	A
od	R
roku	N
1984	C
v	R
Kanadě	N
.	Z

Program	N
navazuje	V
na	R
standardizaci	N
ISO	N
9000	C
.	Z

Sociální	A
demokrati	N
vypracovali	V
základní	A
verzi	N
svého	P
volebního	A
programu	N

Praha	N
-	Z

Ochrana	N
životního	A
prostředí	N
,	Z
hospodářský	A
rozvoj	N
a	J
rozvoj	N
sociální	A
sféry	N
budou	V
hlavními	A
pilíři	N
politiky	N
české	A
sociální	A
demokracie	N
.	Z

Uvádí	V
se	P
to	P
v	R
návrhu	N
volebního	A
programu	N
s	R
názvem	N
"	Z
Společnost	N
vzdělání	N
,	Z
spoluúčasti	N
a	J
solidarity	N
,	Z
"	Z
který	P
má	V
schvalovat	V
dubnový	A
sjezd	N
ČSSD	N
.	Z

Politika	N
v	R
sociální	A
oblasti	N
musí	V
podle	R
návrhu	N
ČSSD	N
napomáhat	V
k	R
získání	N
spravedlivé	A
odměny	N
za	R
práci	N
.	Z

"	Z
Každý	A
musí	V
mít	V
právo	N
získávat	V
obživu	N
ve	R
svobodně	D
zvoleném	A
zaměstnání	N
,	Z
"	Z
uvádí	V
se	P
v	R
dokumentu	N
.	Z

Výkon	N
sociální	A
politiky	N
by	V
měl	V
být	V
zakotven	V
ve	R
sféře	N
státu	N
.	Z

Hovory	N
v	R
Lánech	N

Výběr	N
z	R
pravidelného	A
rozhovoru	N
s	R
prezidentem	N
Václavem	N
Havlem	N
,	Z
vysílaného	A
Českým	A
rozhlasem	N
Před	R
námi	P
bude	V
zajímavý	A
rok	N
.	Z

Mám	V
se	P
v	R
prosinci	N
v	R
Budapešti	N
účastnit	V
summitu	N
Konference	N
o	R
bezpečnosti	N
a	J
spolupráci	N
v	R
Evropě	N
.	Z

Tato	P
instituce	N
vznikla	V
ještě	D
v	R
době	N
bipolárního	A
rozdělení	N
světa	N
a	J
teď	D
hledá	V
svoji	P
identitu	N
,	Z
hledá	V
svůj	P
smysl	N
,	Z
vizi	N
svého	P
budoucího	A
poslání	N
.	Z

Pak	D
se	P
mám	V
účastnit	V
v	R
lednu	N
summitu	N
členských	A
zemí	N
Rady	N
bezpečnosti	N
,	Z
bude	V
50	C
.	Z
výročí	N
založení	N
OSN	N
.	Z

S	R
cílem	N
prorazit	V
maltský	A
beton	N

Opava	N
(	Z
šv	N
,	Z
sn	N
)	Z
-	Z

S	R
jednoznačným	A
cílem	N
vyhrát	V
v	R
Opavě	N
nad	R
Maltou	N
vstupuje	V
dnes	D
do	R
kvalifikace	N
ME	N
fotbalový	A
tým	N
ČR	N
do	R
21	C
let	N
.	Z

Vítěz	N
skupiny	N
postoupí	V
do	R
bojů	N
o	R
evropský	A
a	J
má	V
velmi	D
pravděpodobnou	A
účast	N
na	R
OH	N
1996	C
v	R
Atlantě	N
.	Z

Malťany	N
jsem	V
osobně	D
hrát	V
neviděl	V
,	Z
ale	J
podle	R
mých	P
informací	N
mají	V
vše	P
postavené	A
na	R
obraně	N
,	Z
zabetonují	V
se	P
před	R
šestnáctkou	N
a	J
natahují	V
čas	N
.	Z

Musíme	V
být	V
hlavně	D
trpěliví	A
,	Z
říká	V
trenér	N
českého	A
výběru	N
Ivan	N
Kopecký	N
.	Z

Dvakrát	C
o	R
mistra	N
světa	N

Praha	N
-	Z

V	R
září	N
začnou	V
souběžně	D
dva	C
šachové	A
zápasy	N
,	Z
jejichž	P
vítězové	N
si	P
budou	V
přisuzovat	V
korunu	N
šachového	A
krále	N
.	Z

V	R
Londýně	N
nastoupí	V
Garri	N
Kasparov	N
proti	R
Nigelu	N
Shortovi	N
,	Z
v	R
dosud	D
neurčeném	A
nizozemském	A
městě	N
se	P
střetnou	V
Anatolij	N
Karpov	N
a	J
Jan	N
Timman	N
.	Z

Mistr	N
světa	N
Kasparov	N
,	Z
jak	J
známo	A
,	Z
nepřistoupil	V
na	R
finanční	A
podmínky	N
Mezinárodní	A
šachové	A
federace	N
(	Z
FIDE	N
)	Z
.	Z

K	R
němu	P
se	P
připojil	V
i	J
anglický	A
vyzývatel	N
Nigel	N
Short	N
a	J
FIDE	N
po	R
marném	A
jednání	N
oba	C
diskvalifikovala	V
.	Z

Právo	N
hrát	V
o	R
titul	N
tak	D
přešlo	V
na	R
další	A
dva	C
z	R
turnaje	N
kandidátů	N
-	Z
exmistra	N
světa	N
Karpova	N
a	J
Nizozemce	N
Timmana	N
.	Z

Triatlonistky	N
stávkovaly	V

Zlín	N
-	Z

Vítěz	N
11	C
.	Z
závodu	N
Českého	A
poháru	N
v	R
triatlonu	N
Tomáš	N
Kočař	N
z	R
Kepák	N
JOKO	N
týmu	N
Brno	N
získal	V
vzhledem	R
k	R
tomu	P
,	Z
že	J
Grand	A
Prix	N
Joko	N
měla	V
nejvyšší	A
koeficient	N
1.5	C
,	Z
plných	A
50	C
tisíc	C
korun	N
.	Z

Druhý	C
skončil	V
Seidl	N
,	Z
třetí	C
Slovák	N
Baran	N
.	Z

Start	N
závodu	N
na	R
luhačovické	A
přehradě	N
poznamenala	V
stávka	N
žen	N
,	Z
které	P
odmítly	V
nastoupit	V
k	R
závodu	N
kvůli	R
organizačním	A
zmatkům	N
(	Z
chyběla	V
sanitka	N
a	J
motocykly	N
pro	R
rozhodčí	N
,	Z
a	J
tak	J
se	P
start	N
o	R
hodinu	N
posunul	V
)	Z
.	Z

Po	R
plavání	N
vedl	V
Kočař	N
o	R
půl	N
minuty	N
před	R
Krňávkem	N
.	Z

Mitterrand	N
o	R
svém	P
postoji	N
k	R
Pétainovi	N

Paříž	N
-	Z

Někdejší	A
oddanost	N
současného	A
francouzského	A
prezidenta	N
Françoise	N
Mitterranda	N
kolaborantské	A
vládě	N
maršála	N
Pétaina	N
,	Z
který	P
byl	V
po	R
druhé	C
světové	A
válce	N
odsouzen	V
k	R
trestu	N
smrti	N
,	Z
je	V
hlavní	A
náplní	N
nové	A
knihy	N
Francouzské	A
mládí	N
,	Z
jež	P
se	P
právě	D
objevila	V
na	R
pultech	N
pařížských	A
obchodů	N
.	Z

Jejím	P
autorem	N
je	V
novinář	N
z	R
okruhu	N
prezidentových	A
známých	N
Pierre	N
Péan	N
.	Z

Dlouho	D
tajené	A
dokumenty	N
a	J
svědectví	N
odhalují	V
na	R
616	C
stranách	N
pravicové	A
a	J
nacionalistické	A
postoje	N
mladého	A
Mitterranda	N
před	R
válkou	N
,	Z
které	P
vyústily	V
v	R
jeho	P
dobrovolné	A
a	J
aktivní	A
zapojení	N
do	R
antisemitské	A
a	J
rasistické	A
politiky	N
francouzské	A
kolaborantské	A
vlády	N
se	R
sídlem	N
ve	R
Vichy	N
.	Z

Zahraniční	A
firmy	N
a	J
my	P

Americká	A
společnost	N
Westinghouse	N
vznikla	V
asi	T
před	R
100	C
lety	N
,	Z
kdy	D
se	P
začala	V
zabývat	V
produkcí	N
zařízení	N
na	R
výrobu	N
stejnosměrného	A
proudu	N
.	Z

V	R
současnosti	N
zaměstnává	V
kolem	R
100000	C
lidí	N
a	J
dosahuje	V
ročního	A
obratu	N
8	C
až	J
9	C
miliard	N
dolarů	N
.	Z

Přímo	D
působí	V
v	R
37	C
zemích	N
a	J
obchoduje	V
s	R
více	D
než	J
100	C
státy	N
.	Z

Sídlo	N
má	V
v	R
Pittsburghu	N
ve	R
státě	N
Pensylvánie	N
.	Z

Společnost	N
nyní	D
vyrábí	V
zařízení	N
pro	R
energetiku	N
,	Z
elektronické	A
systémy	N
a	J
zařízení	N
pro	R
ochranu	N
životního	A
prostředí	N
.	Z

Výrobní	A
program	N
doplňují	V
mobilní	A
chladící	A
zařízení	N
a	J
vysílací	A
televizní	A
technika	N
.	Z

Země	N
střední	A
a	J
východní	A
Evropy	N
do	R
ES	N
ve	R
vzdálenější	A
budoucnosti	N

Londýn	N
-	Z

Britské	A
zájmy	N
musí	V
zůstat	V
prvotní	A
i	J
při	R
členství	N
země	N
v	R
Evropském	A
společenství	N
,	Z
ale	J
její	P
rozhodování	N
musí	V
být	V
součástí	N
širšího	A
evropského	A
vývoje	N
,	Z
prohlásil	V
včera	D
na	R
mimořádném	A
zasedání	N
Dolní	A
sněmovny	N
britského	A
parlamentu	N
premiér	N
John	N
Major	N
.	Z

Uvedl	V
,	Z
že	J
mimořádný	A
summit	N
nejvyšších	A
představitelů	N
ES	N
se	P
uskuteční	V
16	C
.	Z
října	N
v	R
anglickém	A
Birminghamu	N
.	Z

Vyslovil	V
se	P
pro	R
rozšíření	N
evropské	A
dvanáctky	N
o	R
skandinávské	A
země	N
a	J
Rakousko	N
a	J
ve	R
vzdálenější	A
budoucnosti	N
o	R
země	N
střední	A
a	J
východní	A
Evropy	N
.	Z

Jedno	C
srdce	N
ptačí	A
,	Z
čtyři	C
kapky	N
žluči	N

(	Z
NLN	N
28	C
.	Z
1	C
.	Z
1995	C
)	Z

Uveřejňování	N
takových	P
článků	N
je	V
nesmírně	D
důležité	A
.	Z

Po	R
revoluci	N
se	P
s	R
různými	A
pavědami	N
a	J
šarlatánstvím	N
roztrhl	V
pytel	N
,	Z
což	P
chápu	V
,	Z
protože	J
jednak	J
byly	V
za	R
komunismu	N
zakázané	A
,	Z
a	J
tak	D
logicky	D
přitahovaly	V
,	Z
a	J
za	R
druhé	A
nabízejí	V
rychlá	A
a	J
snadná	A
řešení	N
a	J
vysvětlení	N
,	Z
což	P
se	P
hrozně	D
líbí	V
těm	P
,	Z
kteří	P
neradi	A
myslí	V
.	Z

Co	P
ale	J
nechápu	V
,	Z
proč	D
ve	R
stejné	A
době	N
vědy	N
a	J
osvěta	N
vyklidily	V
pole	N
,	Z
přesněji	D
vyklidily	V
stránky	N
novin	N
a	J
časopisů	N
a	J
stáhly	V
se	P
do	R
ústraní	N
.	Z

Manažer	N
Baníku	N
se	P
vzdal	V
funkce	N

Ostrava	N
-	Z

Manažer	N
fotbalového	A
klubu	N
Baník	N
Ostrava	N
Jan	N
Pavliska	N
se	P
vzdal	V
svého	P
členství	N
v	R
ligové	A
komisi	N
ČMFS	N
.	Z

"	Z
Nepovažuji	V
za	R
fair	A
play	N
,	Z
když	J
jsme	V
z	R
objektivních	A
důvodů	N
požádali	V
o	R
přeložení	N
ligového	A
utkání	N
s	R
Drnovicemi	N
a	J
předseda	N
ligové	A
komise	N
pan	N
Novák	N
naši	P
žádost	N
vůbec	D
nepředložil	V
k	R
projednání	N
,	Z
"	Z
uvedl	V
Pavliska	N
na	R
vysvětlenou	N
ke	R
své	P
demisi	N
.	Z

Pozornost	N
,	Z
dar	N
,	Z
etika	N

Je	V
to	P
zvláštní	A
a	J
těžké	A
rozhodování	N
při	R
obchodních	A
jednáních	N
:	Z

Co	P
je	V
pozornost	N
a	J
co	P
je	V
dar	N
?	Z

Jaká	P
je	V
mezi	R
nimi	P
hranice	N
?	Z

Přitom	D
všichni	P
víme	V
,	Z
že	J
vhodná	A
pozornost	N
dokáže	V
vytvořit	V
prostředí	N
důvěry	N
a	J
sympatie	N
,	Z
takže	J
určité	A
ledy	N
a	J
bariéry	N
rezervovanosti	N
se	P
rychleji	D
rozplynou	V
.	Z

V	R
dalších	A
řádcích	N
nebude	V
odkaz	N
na	R
žádný	P
zákon	N
a	J
paragraf	N
a	J
přesto	D
půjde	V
o	R
záležitost	N
nanejvýš	D
aktuální	A
a	J
citlivou	A
-	Z
